Customer Id,Customer Segment,Customer City,Customer State,Customer Country,Latitude,Longitude,Market
19462,Consumer,Wheaton,IL,EE. UU.,41.86544037,-88.10990143,Pacific Asia
19461,Consumer,Caguas,PR,Puerto Rico,18.28713608,-66.03705597,Pacific Asia
19460,Consumer,Detroit,MI,EE. UU.,42.39110184,-83.13121796,Pacific Asia
19459,Consumer,Dallas,TX,EE. UU.,32.86539459,-96.86858368,Pacific Asia
19458,Corporate,Caguas,PR,Puerto Rico,18.24074173,-66.03705597,Pacific Asia
19457,Corporate,Carlisle,PA,EE. UU.,40.03171921,-76.87709808,Pacific Asia
19456,Corporate,Dallas,TX,EE. UU.,32.81010819,-96.68649292,Pacific Asia
19455,Consumer,Caguas,PR,Puerto Rico,18.28604889,-66.03705597,Pacific Asia
19454,Consumer,Newark,DE,EE. UU.,39.68188095,-75.64421082,Pacific Asia
19453,Consumer,Panorama City,CA,EE. UU.,34.15893936,-118.1809387,Pacific Asia
19452,Home Office,Caguas,PR,Puerto Rico,18.28294563,-66.0370636,Pacific Asia
19451,Home Office,Atlanta,GA,EE. UU.,33.81632614,-84.44550324,Pacific Asia
19450,Home Office,Caguas,PR,Puerto Rico,18.24103928,-66.0370636,Pacific Asia
19449,Consumer,Fremont,CA,EE. UU.,37.49027634,-121.9271088,Pacific Asia
19448,Corporate,Caguas,PR,Puerto Rico,18.26469612,-66.03705597,Pacific Asia
19447,Corporate,Rochester,NY,EE. UU.,43.18824005,-77.56706238,Pacific Asia
19446,Corporate,Dallas,TX,EE. UU.,32.753685,-96.86553955,Pacific Asia
9083,Home Office,Bayamon,PR,Puerto Rico,18.38011932,-66.18312836,Pacific Asia
4741,Home Office,Caguas,PR,Puerto Rico,18.23557282,-66.3706131,Pacific Asia
639,Home Office,Caguas,PR,Puerto Rico,18.02536774,-66.61303711,Pacific Asia
9702,Home Office,Caguas,PR,Puerto Rico,18.27383804,-66.37063599,Pacific Asia
9114,Home Office,Caguas,PR,Puerto Rico,18.2848053,-66.37059021,Pacific Asia
1362,Home Office,Caguas,PR,Puerto Rico,18.29496765,-66.37050629,Pacific Asia
8011,Home Office,Caguas,PR,Puerto Rico,18.25571251,-66.37050629,Pacific Asia
3296,Home Office,Caguas,PR,Puerto Rico,18.23466301,-66.37059784,USCA
3182,Home Office,Caguas,PR,Puerto Rico,18.26268196,-66.37049866,USCA
7864,Home Office,Caguas,PR,Puerto Rico,18.28279495,-66.37055969,USCA
11169,Home Office,Caguas,PR,Puerto Rico,18.27466202,-66.37058258,USCA
5197,Home Office,Caguas,PR,Puerto Rico,18.2689991,-66.37049866,Africa
1535,Home Office,Caguas,PR,Puerto Rico,18.2308178,-66.37052155,Africa
6122,Home Office,Caguas,PR,Puerto Rico,18.26138115,-66.37056732,Africa
9451,Home Office,Caguas,PR,Puerto Rico,18.23650742,-66.37051392,Africa
542,Home Office,Caguas,PR,Puerto Rico,18.35921478,-66.07779694,Europe
11329,Home Office,Caguas,PR,Puerto Rico,18.29944229,-66.37052155,Europe
3570,Home Office,Caguas,PR,Puerto Rico,18.28996849,-66.37054443,Europe
650,Home Office,Caguas,PR,Puerto Rico,18.2275734,-66.04563141,Europe
9353,Home Office,Caguas,PR,Puerto Rico,18.2988205,-66.37059784,Europe
54,Home Office,Caguas,PR,Puerto Rico,18.02538109,-66.61508179,Europe
12151,Home Office,Caguas,PR,Puerto Rico,18.25048637,-66.37062836,Europe
10018,Home Office,Caguas,PR,Puerto Rico,18.24069786,-66.37055969,Europe
3182,Home Office,Caguas,PR,Puerto Rico,18.26268196,-66.37049866,Europe
4936,Home Office,Caguas,PR,Puerto Rico,18.21209908,-66.37050629,Europe
8707,Home Office,Caguas,PR,Puerto Rico,18.23131371,-66.37062836,LATAM
1025,Home Office,Caguas,PR,Puerto Rico,18.29652023,-66.04867554,LATAM
8831,Home Office,Caguas,PR,Puerto Rico,18.28746414,-66.37054443,LATAM
10679,Home Office,Caguas,PR,Puerto Rico,18.29108048,-66.37050629,LATAM
5007,Home Office,Caguas,PR,Puerto Rico,18.24984551,-66.37050629,LATAM
9854,Home Office,Caguas,PR,Puerto Rico,18.25671768,-66.37062836,LATAM
376,Home Office,Caguas,PR,Puerto Rico,18.24754334,-66.0253067,LATAM
5417,Home Office,Caguas,PR,Puerto Rico,18.27673721,-66.37055206,LATAM
10759,Home Office,Caguas,PR,Puerto Rico,18.2968483,-66.37050629,LATAM
8541,Home Office,Caguas,PR,Puerto Rico,18.29609299,-66.37050629,LATAM
3752,Home Office,Caguas,PR,Puerto Rico,18.2105732,-66.37058258,LATAM
4673,Home Office,Caguas,PR,Puerto Rico,18.20111656,-66.37059021,LATAM
5367,Home Office,Caguas,PR,Puerto Rico,18.21469116,-66.37051392,LATAM
10485,Home Office,Caguas,PR,Puerto Rico,18.28425598,-66.37058258,LATAM
9272,Home Office,Caguas,PR,Puerto Rico,18.20666885,-66.37056732,LATAM
647,Consumer,Caguas,PR,Puerto Rico,18.35907555,-66.07783508,LATAM
6398,Consumer,Caguas,PR,Puerto Rico,18.26378822,-66.37052918,LATAM
4209,Consumer,Caguas,PR,Puerto Rico,18.20330429,-66.37052155,LATAM
8917,Consumer,Caguas,PR,Puerto Rico,18.22487068,-66.37052155,LATAM
7784,Consumer,Caguas,PR,Puerto Rico,18.25061035,-66.37062836,LATAM
1425,Consumer,Caguas,PR,Puerto Rico,18.27340317,-66.37052155,LATAM
2737,Consumer,Caguas,PR,Puerto Rico,18.29137993,-66.3705368,LATAM
6428,Consumer,Caguas,PR,Puerto Rico,18.24738884,-66.37057495,LATAM
6543,Consumer,Caguas,PR,Puerto Rico,18.27920532,-66.37055206,LATAM
3990,Consumer,Guayama,PR,Puerto Rico,17.98249054,-66.1126709,LATAM
8524,Consumer,Caguas,PR,Puerto Rico,18.24496079,-66.3705368,LATAM
9204,Consumer,Caguas,PR,Puerto Rico,18.28453636,-66.37060547,LATAM
11761,Consumer,Caguas,PR,Puerto Rico,18.28339195,-66.37051392,LATAM
9554,Consumer,Caguas,PR,Puerto Rico,18.22172546,-66.37059021,LATAM
5118,Consumer,Caguas,PR,Puerto Rico,18.25333214,-66.37051392,LATAM
5506,Consumer,Caguas,PR,Puerto Rico,18.22976875,-66.37052918,LATAM
1423,Consumer,Caguas,PR,Puerto Rico,18.22978401,-66.37054443,LATAM
138,Consumer,Caguas,PR,Puerto Rico,18.22758102,-66.04357147,LATAM
6360,Consumer,Caguas,PR,Puerto Rico,18.22297287,-66.37059021,LATAM
2053,Consumer,Caguas,PR,Puerto Rico,18.24120712,-66.37050629,LATAM
10344,Consumer,Juana Diaz,PR,Puerto Rico,18.05199051,-66.50184631,LATAM
3375,Consumer,Caguas,PR,Puerto Rico,18.20664215,-66.37052918,LATAM
1339,Consumer,Caguas,PR,Puerto Rico,18.27825165,-66.37059784,LATAM
7247,Consumer,Caguas,PR,Puerto Rico,18.22776032,-66.37059021,LATAM
1273,Consumer,Caguas,PR,Puerto Rico,18.2362442,-66.37062073,LATAM
6277,Consumer,Caguas,PR,Puerto Rico,18.21949196,-66.37052918,LATAM
7701,Consumer,Caguas,PR,Puerto Rico,18.25289154,-66.37058258,LATAM
4126,Consumer,Caguas,PR,Puerto Rico,18.22985077,-66.37062073,LATAM
9528,Consumer,Caguas,PR,Puerto Rico,18.22190094,-66.37052155,LATAM
1853,Consumer,Caguas,PR,Puerto Rico,18.26019096,-66.37052918,LATAM
11149,Consumer,Caguas,PR,Puerto Rico,18.28128624,-66.37050629,LATAM
5828,Consumer,Caguas,PR,Puerto Rico,18.21101761,-66.37052918,LATAM
6887,Consumer,Caguas,PR,Puerto Rico,18.22019768,-66.37058258,LATAM
4781,Consumer,Caguas,PR,Puerto Rico,18.25534058,-66.37050629,LATAM
10668,Consumer,Caguas,PR,Puerto Rico,18.23215866,-66.37059021,LATAM
5421,Consumer,Caguas,PR,Puerto Rico,18.20737648,-66.37055206,LATAM
10200,Consumer,Caguas,PR,Puerto Rico,18.27331543,-66.37060547,LATAM
11254,Consumer,Caguas,PR,Puerto Rico,18.2626648,-66.3706131,LATAM
11106,Consumer,Caguas,PR,Puerto Rico,18.26016426,-66.37059021,LATAM
8456,Consumer,Caguas,PR,Puerto Rico,18.24535179,-66.37059784,LATAM
6149,Consumer,Caguas,PR,Puerto Rico,18.21775055,-66.37060547,LATAM
1473,Consumer,Caguas,PR,Puerto Rico,18.29214859,-66.3706131,LATAM
1840,Consumer,Caguas,PR,Puerto Rico,18.26737404,-66.37062836,Africa
6757,Consumer,Caguas,PR,Puerto Rico,18.29659462,-66.37059021,Africa
3972,Consumer,Caguas,PR,Puerto Rico,18.27468491,-66.37056732,Africa
9316,Consumer,Caguas,PR,Puerto Rico,18.21944618,-66.37057495,Africa
11213,Consumer,Caguas,PR,Puerto Rico,18.23975563,-66.37059021,Africa
3474,Consumer,Caguas,PR,Puerto Rico,18.2643261,-66.37060547,Africa
14630,Consumer,Caguas,PR,Puerto Rico,18.27085495,-66.03705597,Europe
13256,Consumer,Caguas,PR,Puerto Rico,18.23665237,-66.0370636,Europe
14665,Consumer,Caguas,PR,Puerto Rico,18.28206062,-66.03705597,Europe
13363,Consumer,Caguas,PR,Puerto Rico,18.21524239,-66.03705597,Europe
14645,Consumer,Caguas,PR,Puerto Rico,18.25598526,-66.03705597,Europe
13163,Consumer,Caguas,PR,Puerto Rico,18.28172112,-66.03705597,Europe
14553,Consumer,Caguas,PR,Puerto Rico,18.23458481,-66.03705597,Europe
14287,Consumer,Caguas,PR,Puerto Rico,18.25249672,-66.03704834,Europe
13179,Consumer,Caguas,PR,Puerto Rico,18.25508499,-66.03705597,Europe
13035,Consumer,Caguas,PR,Puerto Rico,18.28042221,-66.0370636,Europe
14322,Consumer,Caguas,PR,Puerto Rico,18.23288918,-66.0370636,Europe
13196,Consumer,Caguas,PR,Puerto Rico,18.22864342,-66.0370636,Europe
14604,Consumer,Caguas,PR,Puerto Rico,18.29532433,-66.03705597,Europe
12961,Consumer,Caguas,PR,Puerto Rico,18.24217796,-66.0370636,Europe
14676,Consumer,Caguas,PR,Puerto Rico,18.25569725,-66.0370636,Europe
14087,Consumer,Caguas,PR,Puerto Rico,18.26639938,-66.0370636,Europe
13194,Consumer,Caguas,PR,Puerto Rico,18.23524284,-66.03705597,Europe
14513,Consumer,Caguas,PR,Puerto Rico,18.25786781,-66.03705597,Europe
13461,Consumer,Caguas,PR,Puerto Rico,18.22337914,-66.03705597,Europe
14510,Consumer,Caguas,PR,Puerto Rico,18.23107529,-66.03705597,Europe
13190,Consumer,Caguas,PR,Puerto Rico,18.26862907,-66.03705597,Europe
14508,Consumer,Caguas,PR,Puerto Rico,18.22708893,-66.0370636,Europe
14472,Consumer,Caguas,PR,Puerto Rico,18.23437882,-66.03705597,Europe
14562,Consumer,Caguas,PR,Puerto Rico,18.29236603,-66.0370636,Europe
13206,Consumer,Caguas,PR,Puerto Rico,18.21356773,-66.0370636,Europe
13080,Consumer,Caguas,PR,Puerto Rico,18.2920475,-66.0370636,Europe
14633,Consumer,Caguas,PR,Puerto Rico,18.24609184,-66.0370636,Europe
14097,Consumer,Caguas,PR,Puerto Rico,18.20939446,-66.03705597,Europe
13024,Consumer,Caguas,PR,Puerto Rico,18.29184341,-66.03704834,Europe
778,Consumer,Caguas,PR,Puerto Rico,18.2275734,-66.0437088,Europe
7146,Consumer,Caguas,PR,Puerto Rico,18.28542137,-66.37056732,Europe
6365,Consumer,Caguas,PR,Puerto Rico,18.24692345,-66.37057495,Europe
8422,Consumer,Caguas,PR,Puerto Rico,18.23379898,-66.37056732,Europe
8524,Consumer,Caguas,PR,Puerto Rico,18.24496079,-66.3705368,Europe
3784,Consumer,Caguas,PR,Puerto Rico,18.23220825,-66.37062836,Europe
10519,Consumer,Caguas,PR,Puerto Rico,18.26521111,-66.37055206,Europe
7132,Consumer,Caguas,PR,Puerto Rico,18.28570366,-66.37050629,Europe
3709,Consumer,Caguas,PR,Puerto Rico,18.2968502,-66.37062836,Europe
1509,Consumer,Freeport,NY,EE. UU.,40.65486527,-73.58707428,USCA
1636,Consumer,Fort Washington,MD,EE. UU.,38.74266434,-76.9917984,USCA
2784,Consumer,Bakersfield,CA,EE. UU.,35.36254501,-119.0186996,USCA
9174,Consumer,Corona,NY,EE. UU.,40.74210739,-73.86962128,USCA
122,Consumer,Cincinnati,OH,EE. UU.,39.28849411,-84.3551178,USCA
3800,Consumer,Germantown,MD,EE. UU.,39.1836586,-77.26545715,USCA
10029,Consumer,Carrollton,TX,EE. UU.,32.96593094,-96.84902191,USCA
2805,Consumer,Houston,TX,EE. UU.,29.83435631,-95.33792877,USCA
12253,Consumer,Carlisle,PA,EE. UU.,40.2372818,-76.96795654,USCA
3528,Consumer,Los Angeles,CA,EE. UU.,34.20339966,-118.6059036,USCA
11018,Consumer,Ewa Beach,HI,EE. UU.,21.31185532,-158.0046844,USCA
3222,Consumer,Lakewood,NJ,EE. UU.,40.09635925,-74.21524048,USCA
6246,Consumer,Rome,NY,EE. UU.,43.21662521,-75.45603943,Africa
8741,Consumer,Vista,CA,EE. UU.,33.21121979,-117.2510605,Africa
8050,Consumer,Fort Worth,TX,EE. UU.,32.8013916,-97.3302536,Africa
5474,Consumer,Fond Du Lac,WI,EE. UU.,43.78569031,-88.47438049,Africa
474,Consumer,Philadelphia,PA,EE. UU.,39.79661942,-75.47006989,Africa
12255,Consumer,Ontario,CA,EE. UU.,34.07656479,-117.61409,Africa
10288,Consumer,Oviedo,FL,EE. UU.,28.62217712,-81.20755768,Africa
4717,Consumer,Buffalo,NY,EE. UU.,42.9666214,-78.74194336,Africa
4799,Consumer,Honolulu,HI,EE. UU.,21.30562019,-157.8386993,Africa
4533,Consumer,Oceanside,CA,EE. UU.,33.18587494,-117.3658524,Africa
12383,Consumer,North Tonawanda,NY,EE. UU.,43.02910233,-78.87342072,Africa
3518,Consumer,Clovis,CA,EE. UU.,36.82690048,-119.6776962,Africa
4674,Consumer,Jamaica,NY,EE. UU.,40.70170975,-73.80841827,Africa
8519,Consumer,Granite City,IL,EE. UU.,38.69002152,-90.14477539,Africa
5302,Consumer,Medford,MA,EE. UU.,42.41968918,-71.10621643,Africa
3594,Consumer,Pomona,CA,EE. UU.,34.04991913,-117.7161026,Africa
9890,Consumer,Tempe,AZ,EE. UU.,33.41519928,-111.9199905,Africa
1410,Consumer,Santa Ana,CA,EE. UU.,33.74279404,-117.8847504,Africa
7521,Consumer,York,PA,EE. UU.,39.9602356,-76.67675781,Africa
2106,Consumer,Aurora,CO,EE. UU.,39.74543381,-104.8753815,Africa
8144,Consumer,Simi Valley,CA,EE. UU.,34.27391052,-118.7662125,Africa
5643,Consumer,Silver Spring,MD,EE. UU.,39.04636002,-76.98272705,Africa
2041,Consumer,Saint Paul,MN,EE. UU.,44.72552109,-93.20613098,Africa
7537,Consumer,San Antonio,TX,EE. UU.,29.45598984,-98.52809143,Africa
3056,Consumer,Philadelphia,PA,EE. UU.,39.95672989,-75.19525909,Africa
7967,Consumer,Philadelphia,PA,EE. UU.,40.03775024,-75.06806183,Africa
1758,Consumer,Bronx,NY,EE. UU.,40.86353684,-73.87049866,Africa
7884,Corporate,Greenville,NC,EE. UU.,35.60034943,-77.33486939,Pacific Asia
289,Corporate,Morristown,NJ,EE. UU.,40.80119324,-74.48561096,Pacific Asia
10081,Corporate,San Diego,CA,EE. UU.,32.77627945,-117.1342163,Pacific Asia
1169,Corporate,Oxnard,CA,EE. UU.,34.19039154,-119.177803,Pacific Asia
1182,Corporate,Miami,FL,EE. UU.,25.82507515,-80.19588471,Pacific Asia
717,Corporate,Albuquerque,NM,EE. UU.,35.13143921,-106.5452042,Pacific Asia
20423,Corporate,Amarillo,TX,EE. UU.,35.18754196,-101.8676224,Pacific Asia
5801,Corporate,Lutz,FL,EE. UU.,28.08681297,-82.43898773,Pacific Asia
702,Corporate,Bend,OR,EE. UU.,44.07210541,-12.13232708,Pacific Asia
6951,Corporate,East Brunswick,NJ,EE. UU.,40.41255188,-74.41832733,Pacific Asia
6780,Corporate,Lancaster,SC,EE. UU.,34.85777283,-80.84423828,Pacific Asia
6422,Corporate,Ontario,CA,EE. UU.,34.06832504,-117.6557541,Pacific Asia
5384,Corporate,Houston,TX,EE. UU.,29.7805748,-95.17199707,Pacific Asia
2985,Corporate,Hampton,VA,EE. UU.,37.05174255,-76.40163422,Pacific Asia
18349,Corporate,New York,NY,EE. UU.,40.74559021,-73.97927856,Pacific Asia
11286,Corporate,Porterville,CA,EE. UU.,35.93829727,-118.9438477,Pacific Asia
489,Corporate,Portland,OR,EE. UU.,45.59825897,-12.27242851,Pacific Asia
4510,Corporate,Strongsville,OH,EE. UU.,41.3469696,-81.82631683,Pacific Asia
9626,Corporate,El Paso,TX,EE. UU.,31.65174103,-106.2676239,Pacific Asia
9494,Corporate,Del Rio,TX,EE. UU.,29.77310181,-100.6121979,Pacific Asia
1718,Corporate,Buffalo,NY,EE. UU.,42.9666214,-78.74194336,Pacific Asia
5295,Corporate,Bountiful,UT,EE. UU.,40.86649323,-111.8493271,Pacific Asia
3984,Corporate,Kent,WA,EE. UU.,47.39371109,-122.2228317,Pacific Asia
5270,Corporate,Chicago,IL,EE. UU.,41.74866486,-87.66320038,Pacific Asia
10966,Corporate,Plymouth,MA,EE. UU.,41.95851135,-70.66861725,Pacific Asia
1868,Corporate,Far Rockaway,NY,EE. UU.,40.59949493,-73.76248169,Pacific Asia
17446,Corporate,Houston,TX,EE. UU.,29.66958237,-95.24147034,Pacific Asia
10071,Corporate,Philadelphia,PA,EE. UU.,40.01562119,-75.08410645,Pacific Asia
1271,Corporate,Simi Valley,CA,EE. UU.,34.27391052,-118.7662125,Pacific Asia
11930,Corporate,Detroit,MI,EE. UU.,42.39807892,-83.20157623,Pacific Asia
20529,Corporate,Garden Grove,CA,EE. UU.,33.77366638,-118.0033035,Pacific Asia
8358,Corporate,San Diego,CA,EE. UU.,32.74953461,-117.1046524,Pacific Asia
7705,Corporate,Chicago,IL,EE. UU.,41.89551926,-87.71821594,Pacific Asia
17392,Corporate,Placentia,CA,EE. UU.,33.99459839,-117.9534302,Pacific Asia
18276,Corporate,San Jose,CA,EE. UU.,37.32554245,-121.7993469,Pacific Asia
7795,Corporate,Honolulu,HI,EE. UU.,21.30562019,-157.8386993,Pacific Asia
20655,Corporate,Mentor,OH,EE. UU.,41.71363831,-81.36167908,Pacific Asia
2454,Corporate,Santa Clara,CA,EE. UU.,37.34306717,-121.9839325,Pacific Asia
150,Corporate,Union,NJ,EE. UU.,33.68896103,-117.9957428,Pacific Asia
10671,Corporate,Long Beach,CA,EE. UU.,33.79319763,-118.1895294,Pacific Asia
11924,Corporate,Westminster,CA,EE. UU.,33.75820923,-118.0019073,Pacific Asia
16086,Corporate,Pompano Beach,FL,EE. UU.,26.21472931,-80.23004913,Pacific Asia
4398,Consumer,Azusa,CA,EE. UU.,34.13932037,-117.9074402,Africa
5687,Consumer,Fort Lauderdale,FL,EE. UU.,26.0984993,-80.27095032,Africa
8534,Consumer,San Antonio,TX,EE. UU.,29.46007919,-98.52754211,Africa
3372,Consumer,Princeton,NJ,EE. UU.,40.35742188,-74.64842224,Africa
10927,Consumer,Perth Amboy,NJ,EE. UU.,40.50980377,-74.26966858,Africa
3597,Consumer,Miami,FL,EE. UU.,25.93001556,-80.16291046,Africa
2052,Consumer,Loveland,OH,EE. UU.,39.27056122,-84.27059174,Africa
4399,Consumer,Virginia Beach,VA,EE. UU.,36.91083145,-76.12958527,Africa
185,Consumer,Louisville,KY,EE. UU.,38.15983963,-85.59026337,Africa
3441,Consumer,Lockport,NY,EE. UU.,43.16891098,-78.69216156,Africa
11947,Consumer,Chicago,IL,EE. UU.,41.89491653,-87.76180267,Africa
1555,Consumer,Staten Island,NY,EE. UU.,40.58441544,-74.15991974,Africa
9399,Consumer,Tucson,AZ,EE. UU.,32.27982712,-110.9582291,Africa
2792,Consumer,Plymouth,MA,EE. UU.,41.92736816,-70.7484436,Africa
10118,Consumer,Cleveland,OH,EE. UU.,41.47653961,-81.72341919,Africa
8544,Consumer,Bronx,NY,EE. UU.,40.87030411,-73.87062073,Africa
4296,Consumer,Webster,NY,EE. UU.,42.42012024,-79.31320953,Africa
4391,Consumer,Stockton,CA,EE. UU.,37.92684937,-121.3893051,Africa
2882,Consumer,Amarillo,TX,EE. UU.,35.18754196,-101.8676224,Africa
3283,Consumer,Martinsburg,WV,EE. UU.,39.45571137,-77.96917725,Africa
397,Consumer,Cumberland,MD,EE. UU.,39.6300354,-78.74319458,Africa
4104,Consumer,Pekin,IL,EE. UU.,40.56959915,-89.64508057,Africa
12214,Consumer,Tallahassee,FL,EE. UU.,30.49767876,-84.23183441,Africa
10699,Consumer,Jacksonville,FL,EE. UU.,30.35342217,-81.51309204,Africa
2091,Consumer,Woonsocket,RI,EE. UU.,42.00220108,-71.51410675,Africa
10474,Consumer,Stockton,CA,EE. UU.,38.1355629,-121.2693405,Africa
7504,Consumer,Lithonia,GA,EE. UU.,33.71007919,-84.11247253,Africa
7518,Consumer,Oak Lawn,IL,EE. UU.,41.7158165,-87.7405777,Europe
1738,Consumer,Detroit,MI,EE. UU.,42.39391327,-83.00836945,Europe
1622,Consumer,Alhambra,CA,EE. UU.,34.10591126,-118.1196442,Europe
1325,Consumer,New Haven,CT,EE. UU.,42.34568787,-83.52059174,Europe
5505,Consumer,North Tonawanda,NY,EE. UU.,43.02910233,-78.87342072,Europe
4210,Consumer,Phoenix,AZ,EE. UU.,33.58987427,-112.1163712,Europe
11229,Consumer,Kenner,LA,EE. UU.,30.0380249,-90.25691986,Europe
9385,Consumer,Washington,PA,EE. UU.,40.33852005,-80.1289444,Europe
900,Consumer,Holland,MI,EE. UU.,29.50280953,-98.5945282,Europe
6217,Consumer,Morrisville,PA,EE. UU.,40.20738983,-74.79347992,Europe
9466,Consumer,Memphis,TN,EE. UU.,35.21362686,-89.82608032,Europe
4596,Consumer,Federal Way,WA,EE. UU.,47.30304337,-122.3528137,Europe
5206,Consumer,San Diego,CA,EE. UU.,32.69542313,-117.0990067,Europe
2823,Consumer,Chicago,IL,EE. UU.,42.0063591,-87.66739655,Europe
10408,Consumer,Los Angeles,CA,EE. UU.,34.12594605,-118.2910156,Europe
11011,Consumer,Bronx,NY,EE. UU.,40.87142944,-73.87063599,Europe
40,Consumer,Long Beach,CA,EE. UU.,33.56687927,-117.7633209,Europe
11636,Consumer,Chicago,IL,EE. UU.,41.88238525,-88.20149994,Europe
7454,Corporate,West Covina,CA,EE. UU.,34.06787491,-117.9273758,LATAM
5138,Corporate,Ventura,CA,EE. UU.,34.24124908,-119.1945419,LATAM
8696,Corporate,Washington,DC,EE. UU.,38.91826248,-77.03946686,LATAM
2329,Corporate,Valrico,FL,EE. UU.,27.96565437,-82.25280762,LATAM
12431,Corporate,Kaneohe,HI,EE. UU.,21.41555023,-157.803894,LATAM
10860,Corporate,Ventura,CA,EE. UU.,34.26494217,-119.218605,LATAM
12094,Corporate,Brooklyn,NY,EE. UU.,40.64059448,-73.97518921,LATAM
5088,Corporate,Oceanside,CA,EE. UU.,33.22548676,-117.3070679,LATAM
2200,Corporate,Fort Worth,TX,EE. UU.,32.73230743,-97.47290802,LATAM
10966,Corporate,Plymouth,MA,EE. UU.,41.95851135,-70.66861725,LATAM
3997,Corporate,Brooklyn,NY,EE. UU.,40.64059448,-73.97518921,LATAM
8746,Corporate,Cleveland,OH,EE. UU.,41.48426819,-81.5922699,LATAM
3687,Corporate,Philadelphia,PA,EE. UU.,39.92448425,-75.1757431,LATAM
9162,Corporate,Lodi,CA,EE. UU.,38.11602402,-121.3637238,LATAM
8993,Corporate,Bakersfield,CA,EE. UU.,35.40139771,-119.0448837,LATAM
5875,Corporate,Philadelphia,PA,EE. UU.,39.94662857,-75.21822357,LATAM
2502,Corporate,Long Beach,CA,EE. UU.,33.78245163,-118.1922455,LATAM
9563,Corporate,San Jose,CA,EE. UU.,37.3288765,-121.8501511,LATAM
7259,Corporate,Murfreesboro,TN,EE. UU.,35.75965881,-86.26461029,LATAM
3131,Corporate,Carlsbad,CA,EE. UU.,33.0895195,-117.2552032,LATAM
4140,Corporate,Hamilton,OH,EE. UU.,39.3985405,-84.55661774,LATAM
4539,Corporate,Houston,TX,EE. UU.,29.69653702,-95.6459198,LATAM
6071,Corporate,New York,NY,EE. UU.,40.82476044,-73.94992065,LATAM
8730,Corporate,Hayward,CA,EE. UU.,37.67551041,-122.0496826,LATAM
9634,Corporate,Bridgeton,NJ,EE. UU.,39.42603684,-75.23985291,LATAM
8010,Corporate,Martinsburg,WV,EE. UU.,39.45571137,-77.96917725,LATAM
3484,Corporate,Bay Shore,NY,EE. UU.,40.74032211,-73.30113983,LATAM
7307,Corporate,Palatine,IL,EE. UU.,42.11048508,-88.08236694,LATAM
1975,Corporate,Smyrna,GA,EE. UU.,33.08282852,-82.9998703,LATAM
